value,amount,group,dimension,metric
Open Science Grid; USC,32680.0,R1,gateway,job_count
Ultrascan3; UT Hlth Sci Ctr Houston,29860.0,R1,gateway,job_count
OpenTopography; UC San Diego,19320.0,R1,gateway,job_count
CyberGIS ; UIUC,4106.0,R1,gateway,job_count
SciGaP; Georgia Tech,3219.0,R1,gateway,job_count
Quakeworx; USC,3018.0,R1,gateway,job_count
dREG; Cornell U,2412.0,R1,gateway,job_count
SimVascular; Stanford U,1869.0,R1,gateway,job_count
Genepattern; UC San Diego,1150.0,R1,gateway,job_count
National Deep Inference Fabric; Northeastern U,784.0,R1,gateway,job_count
MiGA Gateway; Georgia Tech,753.0,R1,gateway,job_count
OneSciencePlace 3; SDSC,530.0,R1,gateway,job_count
Gkeyll; Indiana U,467.0,R1,gateway,job_count
ampgatewayuser; Georgia Tech,259.0,R1,gateway,job_count
NAIRR Sandbox; SDSC,193.0,R1,gateway,job_count
OpenGHM; Purdue U,173.0,R1,gateway,job_count
GTAP; Purdue U,133.0,R1,gateway,job_count
waterhub; Purdue U,116.0,R1,gateway,job_count
Harvest; UC San Diego,85.0,R1,gateway,job_count
SnowVisionGateway; U South Carolina,48.0,R1,gateway,job_count
ED2 model leveraging singularity; NCSA,36.0,R1,gateway,job_count
Space Use Ecology Gateway; UC San Diego,18.0,R1,gateway,job_count
GeoABM-COVID; UC San Diego,15.0,R1,gateway,job_count
OneSciencePlace 2; SDSC,6.0,R1,gateway,job_count
PermafrostGateway; U Connecticut,2.0,R1,gateway,job_count
SciGaP; Georgia Tech,6.0,R1,gateway,active_pi_count
CyberGIS ; UIUC,6.0,R1,gateway,active_pi_count
Gridchem Chemistry; UIUC,5.0,R1,gateway,active_pi_count
COSMIC2; U Michigan,5.0,R1,gateway,active_pi_count
OneSciencePlace 3; SDSC,5.0,R1,gateway,active_pi_count
Open Science Grid; USC,3.0,R1,gateway,active_pi_count
Cipres; UC San Diego,2.0,R1,gateway,active_pi_count
TAS; SUNY Buffalo,2.0,R1,gateway,active_pi_count
ampgatewayuser; Georgia Tech,2.0,R1,gateway,active_pi_count
Genepattern; UC San Diego,2.0,R1,gateway,active_pi_count
Quakeworx; USC,2.0,R1,gateway,active_pi_count
Seq2Fun; U Michigan,2.0,R1,gateway,active_pi_count
National Deep Inference Fabric; Northeastern U,2.0,R1,gateway,active_pi_count
Harvest; UC San Diego,2.0,R1,gateway,active_pi_count
Ultrascan3; UT Hlth Sci Ctr Houston,1.0,R1,gateway,active_pi_count
Neuroscience Gateway; UC San Diego,1.0,R1,gateway,active_pi_count
lddmmproc; Johns Hopkins U,1.0,R1,gateway,active_pi_count
waterhub; Purdue U,1.0,R1,gateway,active_pi_count
Galaxy; Penn State U,1.0,R1,gateway,active_pi_count
dREG; Cornell U,1.0,R1,gateway,active_pi_count
SimVascular; Stanford U,1.0,R1,gateway,active_pi_count
uscms; Fermilab,1.0,R1,gateway,active_pi_count
OpenTopography; UC San Diego,1.0,R1,gateway,active_pi_count
MiGA Gateway; Georgia Tech,1.0,R1,gateway,active_pi_count
SnowVisionGateway; U South Carolina,1.0,R1,gateway,active_pi_count
GeoABM-COVID; UC San Diego,1.0,R1,gateway,active_pi_count
PermafrostGateway; U Connecticut,1.0,R1,gateway,active_pi_count
Gkeyll; Indiana U,1.0,R1,gateway,active_pi_count
OneSciencePlace 2; SDSC,1.0,R1,gateway,active_pi_count
Space Use Ecology Gateway; UC San Diego,1.0,R1,gateway,active_pi_count
ED2 model leveraging singularity; NCSA,1.0,R1,gateway,active_pi_count
OpenGHM; Purdue U,1.0,R1,gateway,active_pi_count
NAIRR Sandbox; SDSC,1.0,R1,gateway,active_pi_count
GTAP; Purdue U,1.0,R1,gateway,active_pi_count
Gridchem Chemistry; UIUC,1.0,R1,gateway,active_person_count
Cipres; UC San Diego,1.0,R1,gateway,active_person_count
TAS; SUNY Buffalo,1.0,R1,gateway,active_person_count
Ultrascan3; UT Hlth Sci Ctr Houston,1.0,R1,gateway,active_person_count
Neuroscience Gateway; UC San Diego,1.0,R1,gateway,active_person_count
lddmmproc; Johns Hopkins U,1.0,R1,gateway,active_person_count
SciGaP; Georgia Tech,1.0,R1,gateway,active_person_count
waterhub; Purdue U,1.0,R1,gateway,active_person_count
Galaxy; Penn State U,1.0,R1,gateway,active_person_count
COSMIC2; U Michigan,1.0,R1,gateway,active_person_count
dREG; Cornell U,1.0,R1,gateway,active_person_count
SimVascular; Stanford U,1.0,R1,gateway,active_person_count
uscms; Fermilab,1.0,R1,gateway,active_person_count
OpenTopography; UC San Diego,1.0,R1,gateway,active_person_count
ampgatewayuser; Georgia Tech,1.0,R1,gateway,active_person_count
CyberGIS ; UIUC,1.0,R1,gateway,active_person_count
MiGA Gateway; Georgia Tech,1.0,R1,gateway,active_person_count
Open Science Grid; USC,1.0,R1,gateway,active_person_count
SnowVisionGateway; U South Carolina,1.0,R1,gateway,active_person_count
GeoABM-COVID; UC San Diego,1.0,R1,gateway,active_person_count
PermafrostGateway; U Connecticut,1.0,R1,gateway,active_person_count
Genepattern; UC San Diego,1.0,R1,gateway,active_person_count
Gkeyll; Indiana U,1.0,R1,gateway,active_person_count
OneSciencePlace 2; SDSC,1.0,R1,gateway,active_person_count
OneSciencePlace 3; SDSC,1.0,R1,gateway,active_person_count
Quakeworx; USC,1.0,R1,gateway,active_person_count
Space Use Ecology Gateway; UC San Diego,1.0,R1,gateway,active_person_count
ED2 model leveraging singularity; NCSA,1.0,R1,gateway,active_person_count
Seq2Fun; U Michigan,1.0,R1,gateway,active_person_count
National Deep Inference Fabric; Northeastern U,1.0,R1,gateway,active_person_count
Harvest; UC San Diego,1.0,R1,gateway,active_person_count
OpenGHM; Purdue U,1.0,R1,gateway,active_person_count
NAIRR Sandbox; SDSC,1.0,R1,gateway,active_person_count
GTAP; Purdue U,1.0,R1,gateway,active_person_count
SciGaP; Georgia Tech,6.0,R1,gateway,active_allocation_count
COSMIC2; U Michigan,6.0,R1,gateway,active_allocation_count
Gridchem Chemistry; UIUC,5.0,R1,gateway,active_allocation_count
CyberGIS ; UIUC,5.0,R1,gateway,active_allocation_count
OneSciencePlace 3; SDSC,4.0,R1,gateway,active_allocation_count
Open Science Grid; USC,3.0,R1,gateway,active_allocation_count
Seq2Fun; U Michigan,3.0,R1,gateway,active_allocation_count
TAS; SUNY Buffalo,2.0,R1,gateway,active_allocation_count
ampgatewayuser; Georgia Tech,2.0,R1,gateway,active_allocation_count
Genepattern; UC San Diego,2.0,R1,gateway,active_allocation_count
Harvest; UC San Diego,2.0,R1,gateway,active_allocation_count
Cipres; UC San Diego,1.0,R1,gateway,active_allocation_count
Ultrascan3; UT Hlth Sci Ctr Houston,1.0,R1,gateway,active_allocation_count
Neuroscience Gateway; UC San Diego,1.0,R1,gateway,active_allocation_count
lddmmproc; Johns Hopkins U,1.0,R1,gateway,active_allocation_count
waterhub; Purdue U,1.0,R1,gateway,active_allocation_count
Galaxy; Penn State U,1.0,R1,gateway,active_allocation_count
dREG; Cornell U,1.0,R1,gateway,active_allocation_count
SimVascular; Stanford U,1.0,R1,gateway,active_allocation_count
uscms; Fermilab,1.0,R1,gateway,active_allocation_count
OpenTopography; UC San Diego,1.0,R1,gateway,active_allocation_count
MiGA Gateway; Georgia Tech,1.0,R1,gateway,active_allocation_count
SnowVisionGateway; U South Carolina,1.0,R1,gateway,active_allocation_count
GeoABM-COVID; UC San Diego,1.0,R1,gateway,active_allocation_count
PermafrostGateway; U Connecticut,1.0,R1,gateway,active_allocation_count
Gkeyll; Indiana U,1.0,R1,gateway,active_allocation_count
OneSciencePlace 2; SDSC,1.0,R1,gateway,active_allocation_count
Quakeworx; USC,1.0,R1,gateway,active_allocation_count
Space Use Ecology Gateway; UC San Diego,1.0,R1,gateway,active_allocation_count
ED2 model leveraging singularity; NCSA,1.0,R1,gateway,active_allocation_count
National Deep Inference Fabric; Northeastern U,1.0,R1,gateway,active_allocation_count
OpenGHM; Purdue U,1.0,R1,gateway,active_allocation_count
NAIRR Sandbox; SDSC,1.0,R1,gateway,active_allocation_count
GTAP; Purdue U,1.0,R1,gateway,active_allocation_count
wholenode,2048074523.6758,R1,queue,total_ace
compute,1446073494.042,R1,queue,total_ace
shared,1164185522.74,R1,queue,total_ace
skx,1112121607.4615,R1,queue,total_ace
RM,1082869134.9429,R1,queue,total_ace
gpuA100x4,739758441.4499,R1,queue,total_ace
spr,736442473.6415,R1,queue,total_ace
ghx4,719358793.1873,R1,queue,total_ace
GPU-shared,600382966.2487,R1,queue,total_ace
RM-shared,544736013.226,R1,queue,total_ace
gpuA40x4,344506974.6085,R1,queue,total_ace
icx,307531594.8593,R1,queue,total_ace
wide,237477972.7993,R1,queue,total_ace
GPU,236192573.7102,R1,queue,total_ace
skx-normal,230973852.143,R1,queue,total_ace
cpu,230262964.7514,R1,queue,total_ace
standard,172045018.6537,R1,queue,total_ace
normal,165494778.7136,R1,queue,total_ace
gpuH200x8,120598110.924,R1,queue,total_ace
gpuA100x8,119696324.6616,R1,queue,total_ace
icx-normal,55348889.1384,R1,queue,total_ace
RM-512,49831193.3371,R1,queue,total_ace
skx-large,44463368.8939,R1,queue,total_ace
ghx4-interactive,44084444.8188,R1,queue,total_ace
EM,35881743.3402,R1,queue,total_ace
gpuA100x4-interactive,31261371.015,R1,queue,total_ace
skx-dev,30214871.4206,R1,queue,total_ace
ai,26784106.3073,R1,queue,total_ace
h100,25998115.1663,R1,queue,total_ace
large-shared,25867990.3924,R1,queue,total_ace
NA,25167339.8216,R1,queue,total_ace
highmem,14789529.1035,R1,queue,total_ace
pvc,12496647.701,R1,queue,total_ace
gpuA40x4-interactive,12182556.6161,R1,queue,total_ace
gpuH200x8-interactive,11376333.2709,R1,queue,total_ace
large,8037838.4179,R1,queue,total_ace
long,7734448.3124,R1,queue,total_ace
GPU-small,7608675.7752,R1,queue,total_ace
flat-quadrant,5111533.9697,R1,queue,total_ace
nvdimm,4495971.5516,R1,queue,total_ace
preempt,3846756.8782,R1,queue,total_ace
gpu-debug,2493689.0636,R1,queue,total_ace
klhudson,2130751.8872,R1,queue,total_ace
cpu-interactive,2126225.9654,R1,queue,total_ace
gpuA100x8-interactive,2024381.6832,R1,queue,total_ace
RM-small,1939741.4686,R1,queue,total_ace
large-mem,1650435.4607,R1,queue,total_ace
debug,1451271.3207,R1,queue,total_ace
gpuMI100x8,1195440.8884,R1,queue,total_ace
extended,1162162.8299,R1,queue,total_ace
gpuH200x8-long,1120511.1985,R1,queue,total_ace
development,909110.4872,R1,queue,total_ace
gpu-v100,841528.854,R1,queue,total_ace
gpu-preempt,774425.4788,R1,queue,total_ace
amd-rtx,718150.2277,R1,queue,total_ace
sdf,676824.5056,R1,queue,total_ace
staff,594651.569,R1,queue,total_ace
sdash,593656.4976,R1,queue,total_ace
cloud,541468.713,R1,queue,total_ace
gpuA40x4-long,442515.9399,R1,queue,total_ace
xlarge-mem,404878.0336,R1,queue,total_ace
gpuA40x4-preempt,315031.0063,R1,queue,total_ace
cpu-preempt,287697.673,R1,queue,total_ace
rtx-small,216470.7717,R1,queue,total_ace
gpu-t4,176250.5459,R1,queue,total_ace
gpuA100x4-preempt,138227.3379,R1,queue,total_ace
gpu_debug,109703.2878,R1,queue,total_ace
medium,34517.8115,R1,queue,total_ace
gpuMI100x8-interactive,23264.7077,R1,queue,total_ace
short,8158.2132,R1,queue,total_ace
bittware,7145.5487,R1,queue,total_ace
applications,5696.3005,R1,queue,total_ace
profiling,3325.7221,R1,queue,total_ace
nextsilicon,1699.1703,R1,queue,total_ace
nec,990.4548,R1,queue,total_ace
gpuA100x4-mig,978.6013,R1,queue,total_ace
,487.741,R1,queue,total_ace
simcenter,413.6253,R1,queue,total_ace
all-nodes,340.1335,R1,queue,total_ace
memverge,146.8588,R1,queue,total_ace
ood-short,70.7468,R1,queue,total_ace
milan-64core,36.6835,R1,queue,total_ace
skylake-36core,35.0615,R1,queue,total_ace
batch,9.9819,R1,queue,total_ace
d5005,0.8734,R1,queue,total_ace
hugepage-medium,0.0,R1,queue,total_ace
shared,36872741.0,R1,queue,job_count
RM-shared,22521880.0,R1,queue,job_count
cpu,9103627.0,R1,queue,job_count
gpuA100x4,3112252.0,R1,queue,job_count
GPU-shared,2728014.0,R1,queue,job_count
gpuA40x4,2423182.0,R1,queue,job_count
ghx4,1886913.0,R1,queue,job_count
RM,1729686.0,R1,queue,job_count
wholenode,1271129.0,R1,queue,job_count
compute,1083565.0,R1,queue,job_count
skx,922247.0,R1,queue,job_count
debug,623589.0,R1,queue,job_count
NA,581190.0,R1,queue,job_count
gpuA40x4-interactive,574129.0,R1,queue,job_count
GPU,518012.0,R1,queue,job_count
spr,478455.0,R1,queue,job_count
skx-normal,421617.0,R1,queue,job_count
normal,398092.0,R1,queue,job_count
skx-dev,377875.0,R1,queue,job_count
gpuA100x4-interactive,367634.0,R1,queue,job_count
ghx4-interactive,347448.0,R1,queue,job_count
gpuA100x8,297288.0,R1,queue,job_count
standard,294040.0,R1,queue,job_count
icx,176426.0,R1,queue,job_count
RM-small,169110.0,R1,queue,job_count
wide,124936.0,R1,queue,job_count
cpu-interactive,104534.0,R1,queue,job_count
gpuH200x8,101083.0,R1,queue,job_count
icx-normal,96495.0,R1,queue,job_count
preempt,96481.0,R1,queue,job_count
GPU-small,76480.0,R1,queue,job_count
ai,71712.0,R1,queue,job_count
gpuH200x8-interactive,65068.0,R1,queue,job_count
gpuA40x4-preempt,63785.0,R1,queue,job_count
RM-512,61447.0,R1,queue,job_count
development,50940.0,R1,queue,job_count
gpu-debug,49083.0,R1,queue,job_count
pvc,46945.0,R1,queue,job_count
highmem,37127.0,R1,queue,job_count
cpu-preempt,24800.0,R1,queue,job_count
gpuMI100x8,24626.0,R1,queue,job_count
EM,19405.0,R1,queue,job_count
large-shared,18915.0,R1,queue,job_count
h100,14923.0,R1,queue,job_count
gpuA100x8-interactive,13084.0,R1,queue,job_count
gpuA100x4-preempt,10615.0,R1,queue,job_count
gpu_debug,10321.0,R1,queue,job_count
long,7197.0,R1,queue,job_count
extended,6026.0,R1,queue,job_count
flat-quadrant,5998.0,R1,queue,job_count
large,5703.0,R1,queue,job_count
short,4936.0,R1,queue,job_count
gpu-preempt,4930.0,R1,queue,job_count
applications,3820.0,R1,queue,job_count
gpu-v100,3273.0,R1,queue,job_count
sdf,3141.0,R1,queue,job_count
xlarge-mem,3014.0,R1,queue,job_count
nvdimm,2702.0,R1,queue,job_count
gpu-t4,1782.0,R1,queue,job_count
medium,1511.0,R1,queue,job_count
large-mem,1406.0,R1,queue,job_count
gpuMI100x8-interactive,1127.0,R1,queue,job_count
staff,866.0,R1,queue,job_count
rtx-small,771.0,R1,queue,job_count
skylake-36core,619.0,R1,queue,job_count
skx-large,512.0,R1,queue,job_count
klhudson,451.0,R1,queue,job_count
bittware,379.0,R1,queue,job_count
cloud,308.0,R1,queue,job_count
nextsilicon,167.0,R1,queue,job_count
amd-rtx,157.0,R1,queue,job_count
sdash,145.0,R1,queue,job_count
nec,123.0,R1,queue,job_count
ood-short,44.0,R1,queue,job_count
gpuA40x4-long,36.0,R1,queue,job_count
profiling,32.0,R1,queue,job_count
,31.0,R1,queue,job_count
all-nodes,31.0,R1,queue,job_count
milan-64core,27.0,R1,queue,job_count
gpuH200x8-long,26.0,R1,queue,job_count
gpuA100x4-mig,13.0,R1,queue,job_count
memverge,12.0,R1,queue,job_count
simcenter,4.0,R1,queue,job_count
hugepage-medium,2.0,R1,queue,job_count
batch,1.0,R1,queue,job_count
d5005,1.0,R1,queue,job_count
shared,1472.0,R1,queue,active_pi_count
gpuA100x4,1368.0,R1,queue,active_pi_count
gpu,1278.0,R1,queue,active_pi_count
GPU-shared,1194.0,R1,queue,active_pi_count
cpu,1060.0,R1,queue,active_pi_count
gpuA40x4,1053.0,R1,queue,active_pi_count
RM,993.0,R1,queue,active_pi_count
gpuA100x4-interactive,962.0,R1,queue,active_pi_count
RM-shared,896.0,R1,queue,active_pi_count
debug,876.0,R1,queue,active_pi_count
gpuA40x4-interactive,833.0,R1,queue,active_pi_count
compute,805.0,R1,queue,active_pi_count
ghx4,771.0,R1,queue,active_pi_count
RM-small,695.0,R1,queue,active_pi_count
wholenode,611.0,R1,queue,active_pi_count
gpuA100x8,606.0,R1,queue,active_pi_count
skx-dev,598.0,R1,queue,active_pi_count
gpuH200x8,590.0,R1,queue,active_pi_count
ghx4-interactive,584.0,R1,queue,active_pi_count
skx,515.0,R1,queue,active_pi_count
cpu-interactive,474.0,R1,queue,active_pi_count
gpu-debug,466.0,R1,queue,active_pi_count
gpuH200x8-interactive,383.0,R1,queue,active_pi_count
GPU-small,349.0,R1,queue,active_pi_count
spr,343.0,R1,queue,active_pi_count
icx,341.0,R1,queue,active_pi_count
skx-normal,304.0,R1,queue,active_pi_count
normal,293.0,R1,queue,active_pi_count
RM-512,290.0,R1,queue,active_pi_count
highmem,252.0,R1,queue,active_pi_count
gpuA40x4-preempt,246.0,R1,queue,active_pi_count
development,243.0,R1,queue,active_pi_count
gpuA100x8-interactive,235.0,R1,queue,active_pi_count
gpuMI100x8,224.0,R1,queue,active_pi_count
pvc,222.0,R1,queue,active_pi_count
ai,202.0,R1,queue,active_pi_count
standard,187.0,R1,queue,active_pi_count
large-shared,180.0,R1,queue,active_pi_count
EM,170.0,R1,queue,active_pi_count
gpuA100x4-preempt,169.0,R1,queue,active_pi_count
h100,166.0,R1,queue,active_pi_count
icx-normal,158.0,R1,queue,active_pi_count
wide,151.0,R1,queue,active_pi_count
cpu-preempt,119.0,R1,queue,active_pi_count
gpuMI100x8-interactive,116.0,R1,queue,active_pi_count
applications,112.0,R1,queue,active_pi_count
gpu_debug,111.0,R1,queue,active_pi_count
preempt,99.0,R1,queue,active_pi_count
long,87.0,R1,queue,active_pi_count
nvdimm,84.0,R1,queue,active_pi_count
NA,79.0,R1,queue,active_pi_count
gpu-preempt,27.0,R1,queue,active_pi_count
rtx-small,25.0,R1,queue,active_pi_count
short,25.0,R1,queue,active_pi_count
flat-quadrant,22.0,R1,queue,active_pi_count
amd-rtx,16.0,R1,queue,active_pi_count
large,16.0,R1,queue,active_pi_count
extended,14.0,R1,queue,active_pi_count
skx-large,13.0,R1,queue,active_pi_count
,12.0,R1,queue,active_pi_count
gpu-v100,12.0,R1,queue,active_pi_count
large-mem,11.0,R1,queue,active_pi_count
medium,10.0,R1,queue,active_pi_count
gpu-t4,8.0,R1,queue,active_pi_count
nec,8.0,R1,queue,active_pi_count
milan-64core,7.0,R1,queue,active_pi_count
xlarge-mem,7.0,R1,queue,active_pi_count
sdf,6.0,R1,queue,active_pi_count
bittware,5.0,R1,queue,active_pi_count
all-nodes,4.0,R1,queue,active_pi_count
profiling,4.0,R1,queue,active_pi_count
skylake-36core,4.0,R1,queue,active_pi_count
staff,3.0,R1,queue,active_pi_count
gpuA100x4-mig,2.0,R1,queue,active_pi_count
nextsilicon,2.0,R1,queue,active_pi_count
batch,1.0,R1,queue,active_pi_count
cloud,1.0,R1,queue,active_pi_count
d5005,1.0,R1,queue,active_pi_count
gpuA40x4-long,1.0,R1,queue,active_pi_count
gpuH200x8-long,1.0,R1,queue,active_pi_count
hugepage-medium,1.0,R1,queue,active_pi_count
klhudson,1.0,R1,queue,active_pi_count
memverge,1.0,R1,queue,active_pi_count
ood-short,1.0,R1,queue,active_pi_count
sdash,1.0,R1,queue,active_pi_count
simcenter,1.0,R1,queue,active_pi_count
shared,11850.0,R1,queue,active_person_count
GPU-shared,6302.0,R1,queue,active_person_count
RM-shared,5737.0,R1,queue,active_person_count
RM,4668.0,R1,queue,active_person_count
gpuA40x4,3734.0,R1,queue,active_person_count
RM-small,3612.0,R1,queue,active_person_count
gpu,3363.0,R1,queue,active_person_count
wholenode,3352.0,R1,queue,active_person_count
gpuA100x4,3245.0,R1,queue,active_person_count
compute,3230.0,R1,queue,active_person_count
gpuA40x4-interactive,3141.0,R1,queue,active_person_count
cpu,3042.0,R1,queue,active_person_count
debug,2463.0,R1,queue,active_person_count
gpuA100x4-interactive,2086.0,R1,queue,active_person_count
skx-dev,1558.0,R1,queue,active_person_count
ghx4,1534.0,R1,queue,active_person_count
GPU-small,1513.0,R1,queue,active_person_count
skx,1173.0,R1,queue,active_person_count
cpu-interactive,1124.0,R1,queue,active_person_count
gpu-debug,1032.0,R1,queue,active_person_count
gpuA100x8,1031.0,R1,queue,active_person_count
ghx4-interactive,980.0,R1,queue,active_person_count
gpuH200x8,942.0,R1,queue,active_person_count
skx-normal,836.0,R1,queue,active_person_count
normal,829.0,R1,queue,active_person_count
development,683.0,R1,queue,active_person_count
icx,677.0,R1,queue,active_person_count
spr,651.0,R1,queue,active_person_count
gpuH200x8-interactive,570.0,R1,queue,active_person_count
highmem,559.0,R1,queue,active_person_count
RM-512,480.0,R1,queue,active_person_count
pvc,394.0,R1,queue,active_person_count
gpuA100x8-interactive,366.0,R1,queue,active_person_count
standard,364.0,R1,queue,active_person_count
gpuA40x4-preempt,325.0,R1,queue,active_person_count
large-shared,291.0,R1,queue,active_person_count
gpuMI100x8,286.0,R1,queue,active_person_count
ai,281.0,R1,queue,active_person_count
icx-normal,280.0,R1,queue,active_person_count
h100,272.0,R1,queue,active_person_count
wide,243.0,R1,queue,active_person_count
EM,232.0,R1,queue,active_person_count
gpuA100x4-preempt,216.0,R1,queue,active_person_count
gpu_debug,214.0,R1,queue,active_person_count
applications,181.0,R1,queue,active_person_count
NA,138.0,R1,queue,active_person_count
cpu-preempt,135.0,R1,queue,active_person_count
long,128.0,R1,queue,active_person_count
gpuMI100x8-interactive,126.0,R1,queue,active_person_count
preempt,126.0,R1,queue,active_person_count
nvdimm,122.0,R1,queue,active_person_count
sdf,57.0,R1,queue,active_person_count
short,46.0,R1,queue,active_person_count
flat-quadrant,45.0,R1,queue,active_person_count
gpu-preempt,37.0,R1,queue,active_person_count
rtx-small,32.0,R1,queue,active_person_count
gpu-v100,27.0,R1,queue,active_person_count
amd-rtx,20.0,R1,queue,active_person_count
large,20.0,R1,queue,active_person_count
extended,18.0,R1,queue,active_person_count
nec,18.0,R1,queue,active_person_count
medium,15.0,R1,queue,active_person_count
skx-large,15.0,R1,queue,active_person_count
large-mem,14.0,R1,queue,active_person_count
,13.0,R1,queue,active_person_count
bittware,10.0,R1,queue,active_person_count
gpu-t4,10.0,R1,queue,active_person_count
milan-64core,9.0,R1,queue,active_person_count
xlarge-mem,8.0,R1,queue,active_person_count
cloud,7.0,R1,queue,active_person_count
profiling,6.0,R1,queue,active_person_count
skylake-36core,6.0,R1,queue,active_person_count
all-nodes,5.0,R1,queue,active_person_count
nextsilicon,5.0,R1,queue,active_person_count
staff,5.0,R1,queue,active_person_count
gpuA100x4-mig,2.0,R1,queue,active_person_count
gpuA40x4-long,2.0,R1,queue,active_person_count
memverge,2.0,R1,queue,active_person_count
ood-short,2.0,R1,queue,active_person_count
batch,1.0,R1,queue,active_person_count
d5005,1.0,R1,queue,active_person_count
gpuH200x8-long,1.0,R1,queue,active_person_count
hugepage-medium,1.0,R1,queue,active_person_count
klhudson,1.0,R1,queue,active_person_count
sdash,1.0,R1,queue,active_person_count
simcenter,1.0,R1,queue,active_person_count
shared,1868.0,R1,queue,active_allocation_count
gpuA100x4,1681.0,R1,queue,active_allocation_count
gpu,1493.0,R1,queue,active_allocation_count
GPU-shared,1486.0,R1,queue,active_allocation_count
gpuA40x4,1306.0,R1,queue,active_allocation_count
cpu,1265.0,R1,queue,active_allocation_count
RM,1265.0,R1,queue,active_allocation_count
RM-shared,1174.0,R1,queue,active_allocation_count
gpuA100x4-interactive,1170.0,R1,queue,active_allocation_count
debug,1056.0,R1,queue,active_allocation_count
compute,1052.0,R1,queue,active_allocation_count
gpuA40x4-interactive,1028.0,R1,queue,active_allocation_count
ghx4,929.0,R1,queue,active_allocation_count
RM-small,868.0,R1,queue,active_allocation_count
wholenode,745.0,R1,queue,active_allocation_count
gpuA100x8,744.0,R1,queue,active_allocation_count
skx-dev,725.0,R1,queue,active_allocation_count
gpuH200x8,701.0,R1,queue,active_allocation_count
ghx4-interactive,690.0,R1,queue,active_allocation_count
skx,615.0,R1,queue,active_allocation_count
cpu-interactive,591.0,R1,queue,active_allocation_count
gpu-debug,540.0,R1,queue,active_allocation_count
GPU-small,452.0,R1,queue,active_allocation_count
gpuH200x8-interactive,450.0,R1,queue,active_allocation_count
icx,409.0,R1,queue,active_allocation_count
spr,409.0,R1,queue,active_allocation_count
RM-512,335.0,R1,queue,active_allocation_count
skx-normal,332.0,R1,queue,active_allocation_count
normal,304.0,R1,queue,active_allocation_count
gpuA100x8-interactive,286.0,R1,queue,active_allocation_count
highmem,277.0,R1,queue,active_allocation_count
gpuA40x4-preempt,273.0,R1,queue,active_allocation_count
development,254.0,R1,queue,active_allocation_count
gpuMI100x8,249.0,R1,queue,active_allocation_count
pvc,232.0,R1,queue,active_allocation_count
large-shared,210.0,R1,queue,active_allocation_count
ai,209.0,R1,queue,active_allocation_count
standard,208.0,R1,queue,active_allocation_count
EM,183.0,R1,queue,active_allocation_count
gpuA100x4-preempt,177.0,R1,queue,active_allocation_count
h100,176.0,R1,queue,active_allocation_count
icx-normal,166.0,R1,queue,active_allocation_count
wide,159.0,R1,queue,active_allocation_count
applications,127.0,R1,queue,active_allocation_count
cpu-preempt,125.0,R1,queue,active_allocation_count
gpuMI100x8-interactive,120.0,R1,queue,active_allocation_count
gpu_debug,117.0,R1,queue,active_allocation_count
preempt,106.0,R1,queue,active_allocation_count
long,92.0,R1,queue,active_allocation_count
nvdimm,90.0,R1,queue,active_allocation_count
NA,84.0,R1,queue,active_allocation_count
short,30.0,R1,queue,active_allocation_count
gpu-preempt,28.0,R1,queue,active_allocation_count
rtx-small,27.0,R1,queue,active_allocation_count
flat-quadrant,23.0,R1,queue,active_allocation_count
large,18.0,R1,queue,active_allocation_count
amd-rtx,17.0,R1,queue,active_allocation_count
extended,14.0,R1,queue,active_allocation_count
skx-large,14.0,R1,queue,active_allocation_count
,12.0,R1,queue,active_allocation_count
gpu-v100,12.0,R1,queue,active_allocation_count
large-mem,11.0,R1,queue,active_allocation_count
medium,11.0,R1,queue,active_allocation_count
gpu-t4,8.0,R1,queue,active_allocation_count
milan-64core,8.0,R1,queue,active_allocation_count
nec,8.0,R1,queue,active_allocation_count
sdf,8.0,R1,queue,active_allocation_count
xlarge-mem,7.0,R1,queue,active_allocation_count
bittware,6.0,R1,queue,active_allocation_count
skylake-36core,5.0,R1,queue,active_allocation_count
all-nodes,4.0,R1,queue,active_allocation_count
profiling,4.0,R1,queue,active_allocation_count
staff,3.0,R1,queue,active_allocation_count
gpuA100x4-mig,2.0,R1,queue,active_allocation_count
nextsilicon,2.0,R1,queue,active_allocation_count
ood-short,2.0,R1,queue,active_allocation_count
batch,1.0,R1,queue,active_allocation_count
cloud,1.0,R1,queue,active_allocation_count
d5005,1.0,R1,queue,active_allocation_count
gpuA40x4-long,1.0,R1,queue,active_allocation_count
gpuH200x8-long,1.0,R1,queue,active_allocation_count
hugepage-medium,1.0,R1,queue,active_allocation_count
klhudson,1.0,R1,queue,active_allocation_count
memverge,1.0,R1,queue,active_allocation_count
sdash,1.0,R1,queue,active_allocation_count
simcenter,1.0,R1,queue,active_allocation_count
California,1914911653.1287,R1,pi_institution_state,total_ace
Illinois,1385228323.0395,R1,pi_institution_state,total_ace
New York,1284055292.158,R1,pi_institution_state,total_ace
Pennsylvania,1178299640.9009,R1,pi_institution_state,total_ace
Michigan,981189677.9587,R1,pi_institution_state,total_ace
Wisconsin,841464607.1495,R1,pi_institution_state,total_ace
Texas,674582831.992,R1,pi_institution_state,total_ace
Massachusetts,643415171.6264,R1,pi_institution_state,total_ace
Indiana,445519229.8958,R1,pi_institution_state,total_ace
